,Bio,Hashtags,Location,Location Coordinates,Mentions,Name,Number Following,Number of Followers,Number of Tweets,Time,Tweet,Tweet ID,Username,Web
1850,Thinker. Listener. Talker. Reader. Writer.  None of my attitudes are immutable.  None of my conclusions are final.  None of my opinions are humble.,DissolveTheUnion,"Perth, Scotland",,xerxes5th NicolaSturgeon,BerthanPete,3084,9138,116811,Sun Jul 14 16:09:47 +0000 2019,@xerxes5th @NicolaSturgeon Nicola Sturgeon can't call a snap election. Stop looking for 'artful' solutions and work with what we have. #DissolveTheUnion,1150437244630654979,Peter A Bell #DissolveTheUnion,
1853,"Try to be the best you can be everyday. try to lead, you are who you are! we strive to be the best.... never give up! no surrender!",,,,Smithy1974Uk,Thecrochunter7,1248,773,11877,Sun Jul 14 15:55:28 +0000 2019,@Smithy1974Uk Tom Jones and Nicola sturgeon...,1150433638854594562,Steven Erwin,
1856,Go for it..before it's to late. The wonder bum belongs to jabberjode,,,,Mammasan25 Lstedmanbryce zatzi NicolaSturgeon theSNP,bwcollie1,31,238,4997,Sun Jul 14 15:51:42 +0000 2019,@Mammasan25 @Lstedmanbryce @zatzi @NicolaSturgeon @theSNP I am sick of Sturgeon espousing her useless rhetoric when Scotland IS NOT AN INDEPENDANT COUNTRY now is that or is that not correct ! !,1150432691080310784,John Churchill,
1859,My dreams are red #ForzaFerrari #GGMU #LUHG,,Scotland,,Smithy1974Uk,forza_fergie,362,328,5025,Sun Jul 14 15:44:04 +0000 2019,@Smithy1974Uk Nicola sturgeon and her carer. 🤣🤣🤣,1150430772530229255,Forza fergie🏴󠁧󠁢󠁳󠁣󠁴󠁿,
1860,gran,,,,,suleskerry,1767,1647,122692,Sun Jul 14 15:38:57 +0000 2019,"SNP policy is decided by the membership, NOT Nicola Sturgeon https://t.co/3KDLCZF4sF",1150429484895690757,Eileen May,https://t.co/3KDLCZF4sF
1861,"I saw nothing sir!! #Wallop (of course its a FACKIN parody you soppy basturds!! Real Ray's is no longer on twitter, so i'm all you have. right!!",,Winston Castle Essex,,Smithy1974Uk,ThaFackinDaddy,148,21493,546,Sun Jul 14 15:35:45 +0000 2019,@Smithy1974Uk Kevin Keegan and Nicola Sturgeon,1150428677999616000,Tha Fackin Daddy,
1864,"Liverpool supporter and Mum. A match 'goer' for many years, but still get goosebumps everytime I hear YNWA.",,"Liverpool, England",,Smithy1974Uk,karenm987,927,670,4322,Sun Jul 14 15:14:09 +0000 2019,@Smithy1974Uk Nicola sturgeon and Tom Jones,1150423241527308288,Karen Morrow,
1866,,,,,Smithy1974Uk,Richard19423095,22,14,874,Sun Jul 14 15:10:45 +0000 2019,@Smithy1974Uk is it Nicola sturgeon,1150422386686251010,the baby hippo,
1867,situated in St John's Worcester 'the village in the city' what a pub should be . skysports BT both racing channels home of #brewersracing #redmix #destinysgold,,"st johns Worcester, England",,Smithy1974Uk,the_brewersarms,1041,1431,16854,Sun Jul 14 14:54:37 +0000 2019,@Smithy1974Uk Nicola sturgeon and Leo sayer,1150418325379436549,Brewers Arms,
1868,"Cheap vodka, expensive gin.",,Jockland,,Smithy1974Uk,Mutant_Lizard1,214,33,1200,Sun Jul 14 14:49:23 +0000 2019,@Smithy1974Uk Nicola Sturgeon and Peter Murrell,1150417011492773888,Mutant Lizard,
1871,,,,,Tihanygirl,JoanMcGahan,189,66,2179,Sun Jul 14 14:44:20 +0000 2019,@Tihanygirl Not toeing the party line obviously has consequences if an SNP member.  Interesting that Ms Sturgeon has ignored pleas for help which would suggest no one is allowed to dissent no matter what.,1150415740291420160,Born optimist,
1872,"grew up left and then saw sense, hard brexit all the way. part time troll full time patriot. House of vermin has to go!",,"England, United Kingdom",,Smithy1974Uk Maxie_UK,racoonimati,382,95,2725,Sun Jul 14 14:41:01 +0000 2019,@Smithy1974Uk @Maxie_UK Alex salmons and Nicola sturgeon,1150414905268473856,racoonimati🇬🇧🏴󠁧󠁢󠁥󠁮󠁧󠁿🇺🇸🇦🇺🇨🇦,
1875,"“In a country of the blinded, wolves are often mistaken for guide dogs” Margaret Anne Georgiadou",,United Kingdom,,,taxfraudhunter,110,116,19770,Sun Jul 14 14:17:16 +0000 2019,"Brexit referendum 
Scotland
Leave 38.0%
1,018,322 VOTES
Remain 62.0%
1,661,191 VOTES
Counting complete
Turnout: 67.2%

Popular vote in 2015 GE for Sturgeon:
Popular vote1,454,436
Percentage 50.0

Popular vote in 2017 GE for Sturgeon:
Popular vote977,569
Percentage 36.9 https://t.co/JZ6jxgOjwc",1150408927634440193,Legalponzischeme,https://t.co/JZ6jxgOjwc
1876,"Truth & honesty transcend politics religion, morality & weakness. Musical British/ Irish/Jew. 
🇬🇧 🇮🇪 🇮🇱",,Land of Hope and Brexit,,Smithy1974Uk,OrwellianZ,461,281,4301,Sun Jul 14 14:15:05 +0000 2019,@Smithy1974Uk Nicola Sturgeon and a Scouser ?,1150408377203404800,Fender_2012,
1881,"I hate to bug you in the middle of dinner.   

Nae Agenda But The Gay Agenda.

Jobber to the stars @unsavourycabal",,", ",,,no1guncle,467,506,4569,Sun Jul 14 13:30:28 +0000 2019,[17/04/19] Nicola Sturgeon is bad content. https://t.co/zpZazKwKPd,1150397149013839875,Juan Mac,
1883,"We are an independent clothing company who design & make exceptional clothing for you to wear 🇨🇭
Custom work can take up to 10 days, please be patient👍🏻",,United Kingdom,,Smithy1974Uk,CompanySuisse,100,341,103,Sun Jul 14 13:15:37 +0000 2019,@Smithy1974Uk Diego Maradona &amp; Nicola Sturgeon,1150393411687596032,Suisse Clothing Company 🇨🇭,
1884,🇮🇱👪🇬🇧   COYS,,"England, United Kingdom",,Smithy1974Uk,peterburton48,704,43,649,Sun Jul 14 13:11:21 +0000 2019,@Smithy1974Uk Nicola sturgeon and Brian May,1150392340915376128,peterburton,
1887,",LUFC fan,patriots fan,yankees fan,celtics fan,peter cox/go west fan.Detest political correctness and sandal wearing namby pamby liberal luvvies.",,"Washington,tyne and wear",,Smithy1974Uk,LangersD,1465,959,31596,Sun Jul 14 13:01:38 +0000 2019,@Smithy1974Uk Alex Salmons and Nicola Sturgeon.,1150389894008774656,david langley,
1891,"cider, curry, fishing , Dexter, The Mentalist, Breaking Bad, The Walking Dead, Game of Thrones, single Islay malt lover, fluent in sarcasm, lives Bristol",,Bristol.England,,Smithy1974Uk,DaveWebber3,337,265,18335,Sun Jul 14 12:48:00 +0000 2019,@Smithy1974Uk Tony Blair and Nicola Sturgeon,1150386460765409281,Dave Webber,
1893,"Big fan of Leicester City Fc. love all football, i know too much about obscure football leagues around the world!",,leicester,,Smithy1974Uk,paulifd,1534,1222,57448,Sun Jul 14 12:42:49 +0000 2019,@Smithy1974Uk Bob carolgees and Nicola sturgeon,1150385159943983104,Paul Sherwood,
1895,"Husband, Father, Grandfather, Blues fan, golfer (hacker), roofer.",,"Stourbridge, England",,Smithy1974Uk,DustinAckers,397,377,4082,Sun Jul 14 12:37:07 +0000 2019,@Smithy1974Uk Graeme Souness &amp; Nicola Sturgeon,1150383725525524480,Dustin Ackers,
1897,"F1 fan, Bath City FC Supporter, JB #22 All my views are correct! Schumacher, was, is and always will be my sporting hero. #keepfightingmichael",,"Frome, England",,Smithy1974Uk,wilspin,1334,1185,10895,Sun Jul 14 12:35:09 +0000 2019,@Smithy1974Uk Leo sayer and Nicola sturgeon,1150383228181721089,Steve,
1899,,,,,Smithy1974Uk,Richard87118280,788,194,14813,Sun Jul 14 12:25:22 +0000 2019,@Smithy1974Uk Ian Blackford and Nicola Sturgeon in the 70s.,1150380765550698496,Richard,
1900,"Don`t follow me, I`m lost, @Scotsfurymonkey",,"Cumnock, Scotland",,Lstedmanbryce NicolaSturgeon theSNP,Brakenobrier,351,207,13169,Sun Jul 14 12:24:28 +0000 2019,"@Lstedmanbryce @NicolaSturgeon @theSNP Go away, Louis. Just for you. WE THE SCOTS GIVE NICOLA STURGEON OUR MANDATE. she obeys us the Sovereign Scots. Her Claim IS OUR MANDATE. Now go away.533 English MPs imposing English will is not democracy. its imposed will. And we know why. BYE. Scotland WILL DECIDE. https://t.co/xnw90Eefam",1150380539767132160,Wullie Nixon. VSS.,
1903,Well into my 7th decade but still got my own teeth and hair. Like a bit of Motown and doing my best to keep the faith,,,,Smithy1974Uk,GallonSteve,235,114,2675,Sun Jul 14 12:12:57 +0000 2019,@Smithy1974Uk Nicola Sturgeon and Kevin Keegan?,1150377640701956096,Stephen Gallon,
1904,"An Anthropologist in charge of digital marketing, social media management and training, tweet for @dcultd . Love my kids, pets, husband, football, and sunshine!",,Brighton,,Smithy1974Uk,SirenS0,1250,1510,23243,Sun Jul 14 12:12:51 +0000 2019,@Smithy1974Uk I think that's David Cameron and Nicola Sturgeon in happier days,1150377615410257921,Lorelei Gibb,
1906,Well into my 7th decade but still got my own teeth and hair. Like a bit of Motown and doing my best to keep the faith,,,,deaddawg64,GallonSteve,235,114,2675,Sun Jul 14 12:00:31 +0000 2019,@deaddawg64 Nicola Sturgeon and Kevin Keegan?,1150374513898610691,Stephen Gallon,
1908,"Back on Twitter to help the Brexit Party fight for Democracy. Britain's future lies in Free International Trade, not Globalist Enslavement. I follow back.",,"London, England",,Smithy1974Uk,BrexitBabe1,242,229,2415,Sun Jul 14 11:54:18 +0000 2019,"@Smithy1974Uk Nicola Sturgeon and her minder, when she's on release from the asylum? https://t.co/Ce9CmOAcnL",1150372950522171392,BrexitBabe,
1909,,,uk,,KrishnablueNine,ANDREWM76917983,220,70,20370,Sun Jul 14 11:54:01 +0000 2019,"@KrishnablueNine All politicians especially Nicola Sturgeon wet themselves at even the prospect of being interviewed by Andrew Neil.  She has experienced on both occasions being interviedwed  by Andrew Neil. """" CAR CRASHES"".   She wont go anywhere near him "" WITH A BARGE POLE"".",1150372877574836224,ANDREW MCLEAN,
1912,"Ex soldier, very proud father
Sunderland till I die",,Sunderland ,,Smithy1974Uk IL0VEthe80s,StevenCook2111,231,109,1738,Sun Jul 14 11:52:35 +0000 2019,@Smithy1974Uk @IL0VEthe80s Tom Jones and Nicola Sturgeon,1150372515908411392,Steven Cook,
1913,"Up above the streets and houses rainbow climbing high. These views are not mine, they are Zippy and Bungle's #Ynwa #LFC #jft96 #DontBuyTheS. Over 18🔞",,"Liverpool, England",,Smithy1974Uk,krueger_nan,3930,6723,9913,Sun Jul 14 11:51:25 +0000 2019,@Smithy1974Uk Nicola Sturgeon &amp; Fred West.,1150372222646857729,Freddy Krueger's Nan,
1914,"Avid West Ham fan,married for 17 years.3 lovely sisters,3 cats.All my views are my own,no endorsements",,"Tunbridge Wells,Kent",,Smithy1974Uk,heidithehammer,73,84,148,Sun Jul 14 11:51:01 +0000 2019,@Smithy1974Uk Leo Sayer and Nicola Sturgeon,1150372121517928449,Heidi Harrison,
1915,leeds united leeds rhinos married to yvonne,,,,Smithy1974Uk,weasel260967,758,340,4093,Sun Jul 14 11:47:41 +0000 2019,@Smithy1974Uk Nicola sturgeon and David Dickinson,1150371283210817538,Mark Laurie,
1916,"Two biggest passions, Manchester Utd and Brexit.",,"South East, England",,AnthViii Smithy1974Uk,Blyston1,373,142,632,Sun Jul 14 11:44:21 +0000 2019,@AnthViii @Smithy1974Uk Marouane Fellaini and Nicola Sturgeon,1150370443842478080,Blyston,
1918,,,,,Smithy1974Uk,Shinkicker21,26,5,3,Sun Jul 14 11:38:00 +0000 2019,@Smithy1974Uk 2030 remake of stranger things staring Nicola Sturgeon,1150368845049344002,M Robs,
1919,"Leaver but believer in democracy. Like Europe, can’t stand unelected officials",,"East Midlands, England",,Smithy1974Uk,Slotracerman,169,102,4025,Sun Jul 14 11:37:38 +0000 2019,@Smithy1974Uk Nicola sturgeon and Kevin keegan( in his Liverpool days!),1150368756067184640,Alistair,
1920,Grimsby's Fisherman-Philosopher. IQ of 207. Political expert. Jeremy Hunt fan. Husband. Father. Brother of a sister who is a real psychic. All round great guy.,,Grim,,Smithy1974Uk,Grimsby5eva,71,26,540,Sun Jul 14 11:31:29 +0000 2019,@Smithy1974Uk Nicola Sturgeon and some Highland nonce?,1150367204740915200,Unappreciated Genius,
1921,"Young Widower (6 Years), want OUR NHS to stay in public trust. Hate cancer proud daddy of 2 boys. Mental health sufferer.",,hampshire,,Smithy1974Uk,gerrydrabble,1767,591,13525,Sun Jul 14 11:26:28 +0000 2019,@Smithy1974Uk Doyle (from the professionals) and Nicola Sturgeon,1150365944310640641,gerry drabble,
1922,"Retired 64 Year Old Man (65 on 2nd June)I am a Keyboard-Worrier,NOT WARRIOR ! (I worry about people & things I needn’t worry about)!",,"Southampton,UK",,,REGENTmanADB,226,156,15960,Sun Jul 14 11:24:40 +0000 2019,"Greige, you might need to cover your eyes at this report OR simply ignore/disown the guys’ claims  Lol! Good day to you I trust you enjoyed you recent ‘biking’ day out! https://t.co/z1B9apZDWu",1150365489400614912,ALANADB.    @REGENTmanADB,https://t.co/z1B9apZDWu
1923,,,,,Al_Pantovski AgentP22,snpwatch,605,2396,54141,Sun Jul 14 11:24:34 +0000 2019,"@Al_Pantovski @AgentP22 Yep. The investment fund set up by Sturgeon had, last time I heard anything, paid it £0.00 to Scottish businesses.",1150365464813613056,SNPWatch,
1924,a proud ranger and glaswegian,,,,WestHamRambles,rfc_dougie,98,65,497,Sun Jul 14 11:14:44 +0000 2019,@WestHamRambles Every unionist in scotland will tell you its sturgeon and salmond,1150362993080852480,Dougie,
1926,"Psychology grad (MBPsS). Interests: ASD, psychosis, PTSD; David Lynch; Rammstein;Lindemann; Numan; Wagner; Dante; Eliot; Elgar; Shostakovich; Verdi; Callas;Ale.",,"Royal Leamington Spa, England",,Smithy1974Uk,wagnerian63,1224,1054,15877,Sun Jul 14 11:12:10 +0000 2019,@Smithy1974Uk Alex Salmond and Nicola Sturgeon.,1150362343550914560,Wagnerian63 🇬🇧🇺🇸 🇵🇱 Erwache!,
1927,@officialgtfc fan. 19. tattoos. football obsessed. Blog Writer #CMG.,,"Grimsby, England",,,BenGTFCBell,1007,244,2292,Sun Jul 14 11:11:27 +0000 2019,Nicola Sturgeon &amp; James May. https://t.co/Lpcgd1fmJm,1150362165242728458,Ben Bell,https://t.co/Lpcgd1fmJm
1928,General waffle of racing and Bloodstock,,,,Smithy1974Uk,racingmusings,2137,283,857,Sun Jul 14 11:09:03 +0000 2019,@Smithy1974Uk Nicola sturgeon and Alex salmond,1150361562839953408,Racing Thoughts,
1931,the answer is always in Kate bush’s lyrics... יְהוּדִים,,"Scotland, United Kingdom",,LeahFranchetti,m47k1,485,305,6939,Sun Jul 14 11:03:40 +0000 2019,@LeahFranchetti Nicola Sturgeon ?,1150360205005414401,don estelle,
1932,,,,,barrendero cultfree54 2351onthelist JohnLeoNo1087 AgentP22 DrW0mbat Maureen6Johnson mmjblair DiscePuer BRRSC mik61scot,carmic3,506,2293,51969,Sun Jul 14 10:58:55 +0000 2019,@barrendero @cultfree54 @2351onthelist @JohnLeoNo1087 @AgentP22 @DrW0mbat @Maureen6Johnson @mmjblair @DiscePuer @BRRSC @mik61scot Sturgeon's Neverendum will be doing more to kill investment in Scotland than Brexit,1150359009519722498,Rosie hates the SNP (#SNP are not Scotland ),
1933,"Father, Intellectual Adventurer, Wordsmith, Grumpy Old Man",,London,,Smithy1974Uk,BritishKnight72,190,23,203,Sun Jul 14 10:58:08 +0000 2019,@Smithy1974Uk Leo Sayer and Nicola Sturgeon,1150358812701970432,BritishKnight,
1935,West Ham & F1 fan.  Supporter of Mental Health.,,,,WestHamRambles,gavblake14,78,28,4674,Sun Jul 14 10:50:36 +0000 2019,@WestHamRambles Alex Salmond and Nicola Sturgeon 😂😂,1150356918369771520,Gavlaar,
1937,DOWNLOAD🤘,,"Scotland, United Kingdom",,Smithy1974Uk,ScottMcwhinnie2,626,326,10308,Sun Jul 14 10:48:14 +0000 2019,@Smithy1974Uk Nicola Sturgeon and her dad😂,1150356321457385474,Scott Mcwhinnie,
1939,,,,,Smithy1974Uk,SmidgerJohn,2097,525,243,Sun Jul 14 10:45:59 +0000 2019,@Smithy1974Uk Nicola sturgeon duo !!!!!!!!!!!,1150355755985461249,John Smith,
1941,If there had been a yes vote in 2014 would separatists have supported no voters' calls for a 2nd vote ? Retweets not always endorsements .,,"Scotland, United Kingdom",,,graciegrann,4912,2684,269771,Sun Jul 14 10:39:34 +0000 2019,Nicola Sturgeon has fallen into a trap of her own making https://t.co/cew8sYwcP1,1150354141665005568,4575 on wing's block list level traitor,https://t.co/cew8sYwcP1
1942,Community Champion for the Kingshurst and Fordbridge ward of Solihull MBC. Passionate about the environment. Love animals. Dr. Who fan. Opinions my own.,,Castle Bromwich,,Smithy1974Uk Maxie_UK,alanfeeney,451,352,3694,Sun Jul 14 10:34:27 +0000 2019,@Smithy1974Uk @Maxie_UK Nicola Sturgeon and......,1150352855775232000,Alan Feeney,
1944,Interested in Scotch politics. Floating voter.,,United Kingdom,,Smithy1974Uk,paul13walnut5,225,342,20853,Sun Jul 14 10:25:36 +0000 2019,@Smithy1974Uk Peter Murrell and Nicola Sturgeon,1150350627324792833,Paulie Walnuts,
1945,,,,,MhairiBrown4 piersmorgan LewisHamilton,shugmaglumpher,123,22,3752,Sun Jul 14 10:25:05 +0000 2019,@MhairiBrown4 @piersmorgan @LewisHamilton scotland being in the EU is not independence sturgeon is a fraud .,1150350496387018753,shuggy,
1946,,,"England, United Kingdom",,shackster73 Smithy1974Uk jessphillips,Sandybaby1900,740,166,13049,Sun Jul 14 10:24:08 +0000 2019,@shackster73 @Smithy1974Uk @jessphillips Leo Sayer and Nicola Sturgeon,1150350255801688065,Sandy,
1947,"If The Proclaimers' 500 Miles Doesn't End Your Wedding Reception, Your Wedding Reception Has Been A Waste Of Time #GrowingUpInScotland",snp,Scotland,,STVNews,TheHairyScot,455,186,6856,Sun Jul 14 10:15:51 +0000 2019,@STVNews #snp msps follow the line or leave that’s sturgeon way,1150348174176989185,Bearded Wonder,
1949,one of the fastest growing bait flavouring businesses in the UK. call us on 08008247088 email✉ catandcarp@yahoo.co.uk,, North london,,,CatAndCarp,5007,5251,12183,Sun Jul 14 10:11:46 +0000 2019,Nicola sturgeon and Tony blair new election campaign 👍 https://t.co/2FvZjKegBF,1150347144571826176,Carp nut,https://t.co/2FvZjKegBF
1950,,,,,Smithy1974Uk IL0VEthe80s,oggyp4,63,20,2615,Sun Jul 14 10:10:56 +0000 2019,@Smithy1974Uk @IL0VEthe80s Is Jimmy Cranky really Nicola Sturgeon?,1150346937595572224,Me,
1952,"“When a man cannot choose, he ceases to be a man.”",,"East Midlands, England",,Smithy1974Uk IL0VEthe80s,doubleplusgood7,1081,502,11594,Sun Jul 14 10:05:44 +0000 2019,@Smithy1974Uk @IL0VEthe80s Alex Salmond and Nicola Sturgeon.,1150345628368719872,Alex DeLarge,
1953,I'll change your mind,,,,tarisgal42 DickWinchester,Harry76050237,20,8,454,Sun Jul 14 10:02:25 +0000 2019,"@tarisgal42 @DickWinchester The majority of the Scottish population is VERY CONFIDENT that Scotland will get indepence, Sturgeon is our DEMOCRATICALLY elected leader, she is correctly reflecting the feelings of the people.",1150344793068920837,Harry,
